,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population
3878,p,x,s,p,c,f,c,n,e,b,s,s,w,p,w,o,p,k,v
3879,p,x,f,g,c,f,w,p,e,b,s,s,w,p,w,o,p,k,s
3880,e,f,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,k,y
3881,p,x,f,g,c,f,c,n,e,b,s,s,w,p,w,o,p,k,s
3882,p,x,s,g,c,f,w,n,e,b,s,s,w,p,w,o,p,k,v
3883,e,f,y,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,y
3884,e,f,y,n,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
3885,p,x,f,g,c,f,w,g,e,b,s,s,w,p,w,o,p,n,s
3886,e,f,f,e,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
3887,p,x,s,w,c,f,c,n,e,b,s,s,w,p,w,o,p,n,s
3888,e,f,y,n,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
3889,p,x,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
3890,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
3891,e,f,y,g,n,f,c,n,t,b,s,s,g,p,w,o,p,k,v
3892,p,x,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
3893,e,f,y,g,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
3894,p,x,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
3895,p,f,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
3896,e,f,f,e,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
3897,e,f,f,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
3898,p,x,f,w,c,f,c,p,e,b,s,s,w,p,w,o,p,n,v
3899,e,f,f,g,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
3900,p,x,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
3901,p,x,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
3902,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
3903,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
3904,p,x,f,w,c,f,w,g,e,b,s,s,w,p,w,o,p,n,v
3905,p,x,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
3906,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
3907,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
3908,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
3909,p,f,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
3910,e,f,y,g,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
3911,p,x,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
3912,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
3913,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
3914,e,x,f,g,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
3915,e,f,y,n,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
3916,e,f,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
3917,p,x,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
3918,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
3919,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
3920,e,f,y,e,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
3921,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
3922,e,f,f,e,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
3923,e,f,f,g,n,f,c,p,t,b,s,s,w,p,w,o,p,k,v
3924,e,f,f,g,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
3925,p,x,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
3926,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
3927,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
3928,e,f,y,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,v
3929,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
3930,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
3931,p,f,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
3932,p,f,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
3933,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
3934,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
3935,p,x,s,p,c,f,c,g,e,b,s,s,w,p,w,o,p,n,s
3936,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
3937,e,f,f,e,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
3938,e,f,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
3939,p,x,f,p,c,f,c,n,e,b,s,s,w,p,w,o,p,n,v
3940,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
3941,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
3942,e,x,y,g,n,f,c,p,t,b,s,s,p,p,w,o,p,k,y
3943,e,f,f,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,y
3944,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
3945,e,f,y,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
3946,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
3947,p,f,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
3948,e,f,f,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
3949,p,x,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
3950,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
3951,p,x,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
3952,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
3953,p,x,s,p,c,f,w,n,e,b,s,s,w,p,w,o,p,n,s
3954,p,x,f,g,c,f,c,g,e,b,s,s,w,p,w,o,p,k,s
3955,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
3956,p,x,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
3957,p,f,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
3958,e,f,y,g,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
3959,p,x,s,g,f,f,c,w,t,b,f,s,w,p,w,o,p,h,v
3960,p,x,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
3961,e,f,f,g,n,f,c,w,t,b,s,s,p,p,w,o,p,k,v
3962,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
3963,p,x,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
3964,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
3965,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
3966,p,f,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
3967,p,f,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
3968,p,x,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
3969,p,x,s,w,c,f,c,g,e,b,s,s,w,p,w,o,p,k,v
3970,p,x,y,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
3971,p,x,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
3972,e,f,y,n,n,f,c,u,t,b,s,s,p,p,w,o,p,n,v
3973,e,f,f,g,n,f,c,w,t,b,s,s,w,p,w,o,p,k,v
3974,p,x,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
3975,p,x,s,p,c,f,c,u,e,b,s,s,w,p,w,o,p,n,s
3976,p,f,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
3977,p,x,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
3978,p,x,s,w,c,f,c,u,e,b,s,s,w,p,w,o,p,k,v
3979,e,f,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
3980,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
3981,p,x,f,p,c,f,w,p,e,b,s,s,w,p,w,o,p,k,v
3982,p,f,s,w,f,f,c,p,t,b,f,s,w,p,w,o,p,h,v
3983,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
3984,e,x,y,b,n,f,c,e,e,?,s,s,w,p,w,t,e,w,c
3985,p,f,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
3986,p,x,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
3987,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
3988,p,f,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
3989,e,f,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,y
3990,p,x,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
3991,p,x,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
3992,p,f,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
3993,p,x,f,g,c,f,w,u,e,b,s,s,w,p,w,o,p,n,s
3994,p,x,f,g,c,f,c,u,e,b,s,s,w,p,w,o,p,n,v
3995,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
3996,p,x,s,g,f,f,c,h,t,b,s,s,w,p,w,o,p,h,s
3997,p,x,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
3998,e,f,y,g,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
3999,p,f,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4000,e,f,f,e,n,f,c,p,t,b,s,s,p,p,w,o,p,k,v
4001,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4002,e,f,y,n,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
4003,e,f,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
4004,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4005,p,x,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4006,e,f,f,e,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
4007,p,f,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4008,e,f,f,g,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
4009,e,f,y,e,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
4010,e,f,y,e,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
4011,p,f,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4012,e,x,f,e,n,f,c,u,t,b,s,s,p,p,w,o,p,k,v
4013,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4014,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4015,p,f,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4016,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4017,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4018,e,x,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
4019,e,x,y,g,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
4020,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4021,p,f,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4022,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4023,p,x,y,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
4024,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4025,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4026,p,x,s,g,c,f,w,u,e,b,s,s,w,p,w,o,p,n,v
4027,p,f,f,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4028,p,f,s,b,f,f,c,p,t,b,s,f,w,p,w,o,p,h,s
4029,p,x,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4030,p,x,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4031,p,x,s,w,c,f,w,u,e,b,s,s,w,p,w,o,p,k,s
4032,p,x,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4033,e,f,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,v
4034,p,x,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4035,p,x,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4036,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4037,p,f,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4038,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4039,e,f,f,g,n,f,c,u,t,b,s,s,w,p,w,o,p,k,v
4040,p,x,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4041,e,f,y,n,n,f,c,u,t,b,s,s,p,p,w,o,p,n,y
4042,p,f,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4043,p,f,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4044,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4045,p,x,s,w,c,f,w,u,e,b,s,s,w,p,w,o,p,k,v
4046,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4047,e,f,y,n,n,f,c,p,t,b,s,s,w,p,w,o,p,k,v
4048,p,x,f,w,c,f,c,u,e,b,s,s,w,p,w,o,p,k,s
4049,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4050,p,x,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4051,p,x,f,p,c,f,w,u,e,b,s,s,w,p,w,o,p,n,v
4052,p,f,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4053,p,f,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4054,e,f,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
4055,p,x,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4056,p,f,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4057,p,x,f,g,c,f,c,g,e,b,s,s,w,p,w,o,p,n,s
4058,p,x,s,p,c,f,w,u,e,b,s,s,w,p,w,o,p,k,v
4059,e,x,f,e,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
4060,p,x,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4061,e,f,f,n,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
4062,e,f,y,e,n,f,c,p,t,b,s,s,w,p,w,o,p,k,y
4063,p,f,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4064,p,x,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4065,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4066,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4067,p,f,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4068,e,f,y,g,n,f,c,w,t,b,s,s,p,p,w,o,p,n,y
4069,p,x,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4070,p,x,y,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4071,p,f,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4072,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4073,e,f,f,e,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
4074,e,f,y,n,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
4075,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
4076,e,f,y,u,n,f,c,h,e,?,s,f,w,p,w,o,f,h,y
4077,e,f,y,n,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
4078,p,f,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4079,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4080,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4081,p,x,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4082,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4083,p,x,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4084,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4085,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4086,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4087,e,x,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
4088,p,f,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4089,e,f,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
4090,p,x,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4091,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4092,e,f,y,n,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
4093,e,f,f,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
4094,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4095,e,x,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,v
4096,e,f,f,e,n,f,c,p,t,b,s,s,w,p,w,o,p,n,y
4097,p,f,y,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4098,p,x,f,w,c,f,c,u,e,b,s,s,w,p,w,o,p,k,v
4099,p,x,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4100,p,x,y,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
4101,p,x,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4102,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4103,e,f,y,g,n,f,c,u,t,b,s,s,p,p,w,o,p,n,y
4104,p,x,y,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
4105,e,f,y,e,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
4106,p,b,s,b,n,f,c,g,e,b,s,s,w,p,w,t,p,r,v
4107,e,f,f,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
4108,p,f,f,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4109,e,f,y,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
4110,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4111,p,f,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4112,p,f,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4113,e,f,f,e,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
4114,p,x,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4115,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4116,p,x,f,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
4117,p,x,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4118,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4119,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4120,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4121,e,f,y,e,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
4122,p,f,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4123,p,f,f,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4124,e,f,f,n,n,f,c,u,t,b,s,s,p,p,w,o,p,k,v
4125,p,x,y,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4126,p,x,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4127,e,f,y,n,n,f,c,p,t,b,s,s,p,p,w,o,p,k,y
4128,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4129,e,f,f,e,n,f,c,p,t,b,s,s,g,p,w,o,p,k,y
4130,p,x,y,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4131,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4132,p,x,y,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,v
4133,p,x,s,g,c,f,c,g,e,b,s,s,w,p,w,o,p,k,s
4134,e,f,f,g,n,f,c,w,t,b,s,s,p,p,w,o,p,k,v
4135,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4136,p,x,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4137,p,f,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4138,e,f,y,n,n,f,c,w,t,b,s,s,w,p,w,o,p,k,v
4139,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4140,p,f,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4141,e,f,y,e,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
4142,e,f,y,e,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
4143,p,f,s,g,f,f,c,p,t,b,f,f,w,p,w,o,p,h,v
4144,p,x,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4145,p,f,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4146,p,x,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4147,p,x,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4148,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4149,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4150,e,f,y,e,n,f,c,w,t,b,s,s,w,p,w,o,p,n,y
4151,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4152,p,f,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4153,p,x,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4154,e,f,f,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,v
4155,e,f,y,e,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
4156,e,f,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,n,y
4157,p,f,f,y,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4158,p,f,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4159,e,f,y,n,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
4160,p,x,y,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4161,e,f,f,g,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
4162,p,x,f,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4163,p,x,y,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4164,p,x,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4165,e,f,f,c,n,f,w,w,e,b,f,f,n,p,w,o,e,w,v
4166,p,x,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4167,p,f,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
4168,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4169,p,f,y,g,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4170,p,x,s,b,f,f,c,w,t,b,f,s,w,p,w,o,p,h,s
4171,p,f,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4172,p,x,y,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
4173,p,f,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
4174,p,f,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4175,p,f,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4176,e,f,f,g,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
4177,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4178,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4179,e,f,y,e,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
4180,p,f,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4181,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4182,p,x,y,y,f,f,c,g,e,b,k,k,n,p,w,o,l,h,y
4183,e,f,f,g,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
4184,p,x,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4185,p,x,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4186,e,f,y,n,n,f,c,p,t,b,s,s,w,p,w,o,p,n,y
4187,e,f,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
4188,p,x,y,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,v
4189,p,f,y,y,f,f,c,h,e,b,k,k,p,p,w,o,l,h,v
4190,p,f,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4191,p,f,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
4192,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4193,p,f,y,g,f,f,c,p,e,b,k,k,n,p,w,o,l,h,y
4194,p,f,s,b,f,f,c,w,t,b,f,f,w,p,w,o,p,h,s
4195,e,f,f,e,n,f,c,u,t,b,s,s,p,p,w,o,p,n,y
4196,p,x,y,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
4197,e,x,y,g,n,f,c,n,t,b,s,s,w,p,w,o,p,n,v
4198,p,x,f,g,c,f,w,n,e,b,s,s,w,p,w,o,p,k,v
4199,p,x,f,p,c,f,w,n,e,b,s,s,w,p,w,o,p,n,v
4200,p,x,y,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
4201,p,f,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4202,p,x,f,y,f,f,c,g,e,b,k,k,b,p,w,o,l,h,v
4203,p,x,s,g,f,f,c,w,t,b,s,f,w,p,w,o,p,h,s
4204,p,f,y,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4205,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4206,p,f,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4207,p,f,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4208,p,f,y,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,y
4209,p,x,y,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4210,p,f,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
4211,p,x,f,y,f,f,c,p,e,b,k,k,b,p,w,o,l,h,y
4212,p,f,f,y,f,f,c,p,e,b,k,k,n,p,w,o,l,h,v
4213,p,x,f,y,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
4214,p,x,f,y,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
4215,p,x,y,y,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
